tweet,label,tokens,filtered_tokens
y twaso wae fa me si ha yi ara,negative,"['y', 'twaso', 'wae', 'fa', 'me', 'si', 'ha', 'yi', 'ara']","['twaso', 'wae', 'fa', 'si', 'ha', 'yi', 'ara']"
barcelona fan nso dierr anka champions league fa woho ben 😂😂,negative,"['barcelona', 'fan', 'nso', 'dierr', 'anka', 'champions', 'league', 'fa', 'woho', 'ben', '😂', '😂']","['barcelona', 'fan', 'dierr', 'anka', 'champions', 'league', 'fa', 'woho', 'ben', '😂', '😂']"
oh ein boss sarkodie ankasa dey steal lines na fanbasedem di dem go love steal ghana ankasa mpo,negative,"['oh', 'ein', 'boss', 'sarkodie', 'ankasa', 'dey', 'steal', 'lines', 'na', 'fanbasedem', 'di', 'dem', 'go', 'love', 'steal', 'ghana', 'ankasa', 'mpo']","['oh', 'ein', 'boss', 'sarkodie', 'ankasa', 'dey', 'steal', 'lines', 'fanbasedem', 'dem', 'go', 'love', 'steal', 'ghana', 'ankasa', 'mpo']"
jordan jordan jordan ah woteetee me oo,negative,"['jordan', 'jordan', 'jordan', 'ah', 'woteetee', 'me', 'oo']","['jordan', 'jordan', 'jordan', 'ah', 'woteetee', 'oo']"
ken agyapong dze agyes nsem a no ho nhyiaa nkoaaa na ka boaa namu du,negative,"['ken', 'agyapong', 'dze', 'agyes', 'nsem', 'a', 'no', 'ho', 'nhyiaa', 'nkoaaa', 'na', 'ka', 'boaa', 'namu', 'du']","['ken', 'agyapong', 'dze', 'agyes', 'nsem', 'nhyiaa', 'nkoaaa', 'boaa', 'namu', 'du']"
ato me da ɔkwasea hwoa,negative,"['ato', 'me', 'da', 'ɔkwasea', 'hwoa']","['ato', 'ɔkwasea', 'hwoa']"
krom aye shi ooh aban tua salaries y,negative,"['krom', 'aye', 'shi', 'ooh', 'aban', 'tua', 'salaries', 'y']","['krom', 'aye', 'shi', 'ooh', 'aban', 'tua', 'salaries']"
kofi di asɛm bɛba,negative,"['kofi', 'di', 'asɛm', 'bɛba']","['kofi', 'asɛm', 'bɛba']"
masa masa fa wo gyimii k tchww,negative,"['masa', 'masa', 'fa', 'wo', 'gyimii', 'k', 'tchww']","['masa', 'masa', 'fa', 'gyimii', 'k', 'tchww']"
kaly really for gyaigyimii na adoosoo,negative,"['kaly', 'really', 'for', 'gyaigyimii', 'na', 'adoosoo']","['kaly', 'really', 'gyaigyimii', 'adoosoo']"
your team lpool nu egu ooo liverpool ama sika nu ashi,negative,"['your', 'team', 'lpool', 'nu', 'egu', 'ooo', 'liverpool', 'ama', 'sika', 'nu', 'ashi']","['team', 'lpool', 'nu', 'egu', 'ooo', 'liverpool', 'ama', 'sika', 'nu', 'ashi']"
no gyimie dating nso de nka account logins fa hoo bn 😂,negative,"['no', 'gyimie', 'dating', 'nso', 'de', 'nka', 'account', 'logins', 'fa', 'hoo', 'bn', '😂']","['gyimie', 'dating', 'nka', 'account', 'logins', 'fa', 'hoo', 'bn', '😂']"
bɛma di wo fie asem wani tra wani tɔnn aa wobɛ nya asem asem mpɛ nipa nipa na ɛpɛ ne ho asɛm shɛ wo dan mu nyɛ saa na wobɛ ka me aa wobɛ nya asem 🔥🔥🔥,negative,"['bɛma', 'di', 'wo', 'fie', 'asem', 'wani', 'tra', 'wani', 'tɔnn', 'aa', 'wobɛ', 'nya', 'asem', 'asem', 'mpɛ', 'nipa', 'nipa', 'na', 'ɛpɛ', 'ne', 'ho', 'asɛm', 'shɛ', 'wo', 'dan', 'mu', 'nyɛ', 'saa', 'na', 'wobɛ', 'ka', 'me', 'aa', 'wobɛ', 'nya', 'asem', '🔥', '🔥', '🔥']","['bɛma', 'fie', 'asem', 'wani', 'tra', 'wani', 'tɔnn', 'wobɛ', 'nya', 'asem', 'asem', 'mpɛ', 'nipa', 'nipa', 'ɛpɛ', 'asɛm', 'shɛ', 'dan', 'nyɛ', 'saa', 'wobɛ', 'wobɛ', 'nya', 'asem', '🔥', '🔥', '🔥']"
wani bey wo ya,negative,"['wani', 'bey', 'wo', 'ya']","['wani', 'bey', 'ya']"
nanso sika no hm,negative,"['nanso', 'sika', 'no', 'hm']","['nanso', 'sika', 'hm']"
adn na ebibifo mo mp nokr saa🤷🏿‍♂️,negative,"['adn', 'na', 'ebibifo', 'mo', 'mp', 'nokr', 'saa', '🤷', '🏿', '\u200d', '♂', '️']","['adn', 'ebibifo', 'mp', 'nokr', 'saa', '🤷', '🏿', '\u200d', '♂', '️']"
dwene wo team ho wo team no ayɛ sɛ ashaiman frefre kɔ bɔ🤣🤣,negative,"['dwene', 'wo', 'team', 'ho', 'wo', 'team', 'no', 'ayɛ', 'sɛ', 'ashaiman', 'frefre', 'kɔ', 'bɔ', '🤣', '🤣']","['dwene', 'team', 'team', 'ayɛ', 'sɛ', 'ashaiman', 'frefre', 'bɔ', '🤣', '🤣']"
forget this hypocrite nana toaso kum y nyinaa nafa oman nu ko adaka mu god will judge you,negative,"['forget', 'this', 'hypocrite', 'nana', 'toaso', 'kum', 'y', 'nyinaa', 'nafa', 'oman', 'nu', 'ko', 'adaka', 'mu', 'god', 'will', 'judge', 'you']","['forget', 'hypocrite', 'nana', 'toaso', 'kum', 'nyinaa', 'nafa', 'oman', 'nu', 'ko', 'adaka', 'god', 'judge']"
oh gyae mes wa dawgi me,negative,"['oh', 'gyae', 'mes', 'wa', 'dawgi', 'me']","['oh', 'gyae', 'mes', 'wa', 'dawgi']"
fa wo gyimii kc,negative,"['fa', 'wo', 'gyimii', 'kc']","['fa', 'gyimii', 'kc']"
timo werner akoa yi asa,negative,"['timo', 'werner', 'akoa', 'yi', 'asa']","['timo', 'werner', 'akoa', 'yi', 'asa']"
inserts snap audio mese s sasabonsam no po y loose koraa po a bpick no this boy med nyankopn herhh,negative,"['inserts', 'snap', 'audio', 'mese', 's', 'sasabonsam', 'no', 'po', 'y', 'loose', 'koraa', 'po', 'a', 'bpick', 'no', 'this', 'boy', 'med', 'nyankopn', 'herhh']","['inserts', 'snap', 'audio', 'mese', 'sasabonsam', 'po', 'loose', 'koraa', 'po', 'bpick', 'boy', 'med', 'nyankopn', 'herhh']"
bra enfa na gyae,negative,"['bra', 'enfa', 'na', 'gyae']","['bra', 'enfa', 'gyae']"
sika no de ahyie in advance 😂,negative,"['sika', 'no', 'de', 'ahyie', 'in', 'advance', '😂']","['sika', 'ahyie', 'advance', '😂']"
herh leipzig 😓😓✌️ onyame betua mo ka paaa😹 mmoa💨,negative,"['herh', 'leipzig', '😓', '😓', '✌', '️', 'onyame', 'betua', 'mo', 'ka', 'paaa', '😹', 'mmoa', '💨']","['herh', 'leipzig', '😓', '😓', '✌', '️', 'onyame', 'betua', 'paaa', '😹', 'mmoa', '💨']"
nkwasia keka ne kasa by heart nkoaaaaa,negative,"['nkwasia', 'keka', 'ne', 'kasa', 'by', 'heart', 'nkoaaaaa']","['nkwasia', 'keka', 'kasa', 'heart', 'nkoaaaaa']"
obiaa yale wɔ app yi so 😂😂😂,negative,"['obiaa', 'yale', 'wɔ', 'app', 'yi', 'so', '😂', '😂', '😂']","['obiaa', 'yale', 'app', 'yi', '😂', '😂', '😂']"
na yagyimi no err,negative,"['na', 'yagyimi', 'no', 'err']","['yagyimi', 'err']"
eeeiii so psg no win 😭,negative,"['eeeiii', 'so', 'psg', 'no', 'win', '😭']","['eeeiii', 'psg', 'win', '😭']"
ɛnnyɛ deɛ ehia ni,negative,"['ɛnnyɛ', 'deɛ', 'ehia', 'ni']","['ɛnnyɛ', 'deɛ', 'ehia']"
wo team wei nti y nono,negative,"['wo', 'team', 'wei', 'nti', 'y', 'nono']","['team', 'wei', 'nti', 'nono']"
mane aa wo se nkrumah,negative,"['mane', 'aa', 'wo', 'se', 'nkrumah']","['mane', 'nkrumah']"
bhim bhim national team mo ndi nokware mo b br saa,negative,"['bhim', 'bhim', 'national', 'team', 'mo', 'ndi', 'nokware', 'mo', 'b', 'br', 'saa']","['bhim', 'bhim', 'national', 'team', 'ndi', 'nokware', 'b', 'br', 'saa']"
den asem koraa ni akn bne bn nkoaa trouble dey sleep your man go wake am,negative,"['den', 'asem', 'koraa', 'ni', 'akn', 'bne', 'bn', 'nkoaa', 'trouble', 'dey', 'sleep', 'your', 'man', 'go', 'wake', 'am']","['den', 'asem', 'koraa', 'akn', 'bne', 'bn', 'nkoaa', 'trouble', 'dey', 'sleep', 'man', 'go', 'wake']"
tein fo so nah den dem go come chop money too sika di aa and eating girls nkoaa,negative,"['tein', 'fo', 'so', 'nah', 'den', 'dem', 'go', 'come', 'chop', 'money', 'too', 'sika', 'di', 'aa', 'and', 'eating', 'girls', 'nkoaa']","['tein', 'fo', 'nah', 'den', 'dem', 'go', 'come', 'chop', 'money', 'sika', 'eating', 'girls', 'nkoaa']"
if i start dey gym a anka ago make nice paaa ooh but akwadwirolaziness ne gyimiefoolishnes nti hmm😎,negative,"['if', 'i', 'start', 'dey', 'gym', 'a', 'anka', 'ago', 'make', 'nice', 'paaa', 'ooh', 'but', 'akwadwirolaziness', 'ne', 'gyimiefoolishnes', 'nti', 'hmm', '😎']","['start', 'dey', 'gym', 'anka', 'ago', 'make', 'nice', 'paaa', 'ooh', 'akwadwirolaziness', 'gyimiefoolishnes', 'nti', 'hmm', '😎']"
wonni nyansa baako mpo sei,negative,"['wonni', 'nyansa', 'baako', 'mpo', 'sei']","['wonni', 'nyansa', 'baako', 'mpo', 'sei']"
modeling saa na omo y gay 😂💔,negative,"['modeling', 'saa', 'na', 'omo', 'y', 'gay', '😂', '💔']","['modeling', 'saa', 'omo', 'gay', '😂', '💔']"
hei gyai nkurasisem nu na coachella noe be hit gyimiii u dey understand hit song u people di everyday biaaa na mu de gyimie nnu su nam mu saaaaa 🤣🤣🤣,negative,"['hei', 'gyai', 'nkurasisem', 'nu', 'na', 'coachella', 'noe', 'be', 'hit', 'gyimiii', 'u', 'dey', 'understand', 'hit', 'song', 'u', 'people', 'di', 'everyday', 'biaaa', 'na', 'mu', 'de', 'gyimie', 'nnu', 'su', 'nam', 'mu', 'saaaaa', '🤣', '🤣', '🤣']","['hei', 'gyai', 'nkurasisem', 'nu', 'coachella', 'noe', 'hit', 'gyimiii', 'u', 'dey', 'understand', 'hit', 'song', 'u', 'people', 'everyday', 'biaaa', 'gyimie', 'nnu', 'su', 'nam', 'saaaaa', '🤣', '🤣', '🤣']"
nana ama pre dudu,negative,"['nana', 'ama', 'pre', 'dudu']","['nana', 'ama', 'pre', 'dudu']"
herh bu adeɛ wati small boy na wɔ ka foo saa no🤣🤣,negative,"['herh', 'bu', 'adeɛ', 'wati', 'small', 'boy', 'na', 'wɔ', 'ka', 'foo', 'saa', 'no', '🤣', '🤣']","['herh', 'bu', 'adeɛ', 'wati', 'small', 'boy', 'foo', 'saa', '🤣', '🤣']"
herrr this boy bi gyimi gyimi boy i swear he no dey show remorse seff eeeeeeii pride destroy am paaa oooo,negative,"['herrr', 'this', 'boy', 'bi', 'gyimi', 'gyimi', 'boy', 'i', 'swear', 'he', 'no', 'dey', 'show', 'remorse', 'seff', 'eeeeeeii', 'pride', 'destroy', 'am', 'paaa', 'oooo']","['herrr', 'boy', 'gyimi', 'gyimi', 'boy', 'swear', 'dey', 'show', 'remorse', 'seff', 'eeeeeeii', 'pride', 'destroy', 'paaa', 'oooo']"
u dey run anka wobte wo sika fiaa s trumu nwii baako 😹😹😹😹,negative,"['u', 'dey', 'run', 'anka', 'wobte', 'wo', 'sika', 'fiaa', 's', 'trumu', 'nwii', 'baako', '😹', '😹', '😹', '😹']","['u', 'dey', 'run', 'anka', 'wobte', 'sika', 'fiaa', 'trumu', 'nwii', 'baako', '😹', '😹', '😹', '😹']"
ah herh vodafone nu them fool anaa,negative,"['ah', 'herh', 'vodafone', 'nu', 'them', 'fool', 'anaa']","['ah', 'herh', 'vodafone', 'nu', 'fool', 'anaa']"
like twene jonas said yɛ te krom ha nso gyimie nti nipa nni ahotɔ,negative,"['like', 'twene', 'jonas', 'said', 'yɛ', 'te', 'krom', 'ha', 'nso', 'gyimie', 'nti', 'nipa', 'nni', 'ahotɔ']","['like', 'twene', 'jonas', 'said', 'te', 'krom', 'ha', 'gyimie', 'nti', 'nipa', 'nni', 'ahotɔ']"
bayifoɔ ne ho yɛ ne dɛ,negative,"['bayifoɔ', 'ne', 'ho', 'yɛ', 'ne', 'dɛ']","['bayifoɔ', 'dɛ']"
he is stupid wobkum trom na woadware sasaduro de gyae ma onfa ne mosuo nk,negative,"['he', 'is', 'stupid', 'wobkum', 'trom', 'na', 'woadware', 'sasaduro', 'de', 'gyae', 'ma', 'onfa', 'ne', 'mosuo', 'nk']","['stupid', 'wobkum', 'trom', 'woadware', 'sasaduro', 'gyae', 'onfa', 'mosuo', 'nk']"
eiiiiiii🤣🤣🤣🤣🤣🤣 hrrrrr woa shi anaaaa masa masa masa y ab kann ny,negative,"['eiiiiiii', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', 'hrrrrr', 'woa', 'shi', 'anaaaa', 'masa', 'masa', 'masa', 'y', 'ab', 'kann', 'ny']","['eiiiiiii', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', 'hrrrrr', 'woa', 'shi', 'anaaaa', 'masa', 'masa', 'masa', 'ab', 'kann', 'ny']"
sua nyansa wai na sesiaa woyɛ celeb,negative,"['sua', 'nyansa', 'wai', 'na', 'sesiaa', 'woyɛ', 'celeb']","['sua', 'nyansa', 'wai', 'sesiaa', 'woyɛ', 'celeb']"
makɔbre me moja ani atua me billslight no nso gyina so s kurasini ne heels,negative,"['makɔbre', 'me', 'moja', 'ani', 'atua', 'me', 'billslight', 'no', 'nso', 'gyina', 'so', 's', 'kurasini', 'ne', 'heels']","['makɔbre', 'moja', 'ani', 'atua', 'billslight', 'gyina', 'kurasini', 'heels']"
na nsmq nso de nanka black stars fa mo ho bn,negative,"['na', 'nsmq', 'nso', 'de', 'nanka', 'black', 'stars', 'fa', 'mo', 'ho', 'bn']","['nsmq', 'nanka', 'black', 'stars', 'fa', 'bn']"
wama me nsa si fm,negative,"['wama', 'me', 'nsa', 'si', 'fm']","['wama', 'nsa', 'si', 'fm']"
woy kwasia paaaa😂😂😂anka wobn me aa anka wobdi slaps 😂😂😂,negative,"['woy', 'kwasia', 'paaaa', '😂', '😂', '😂', 'anka', 'wobn', 'me', 'aa', 'anka', 'wobdi', 'slaps', '😂', '😂', '😂']","['woy', 'kwasia', 'paaaa', '😂', '😂', '😂', 'anka', 'wobn', 'anka', 'wobdi', 'slaps', '😂', '😂', '😂']"
masa south africa no curse biaa wasa aa wasatsw asamoah gyan twene jonas abedi pele south africa,negative,"['masa', 'south', 'africa', 'no', 'curse', 'biaa', 'wasa', 'aa', 'wasatsw', 'asamoah', 'gyan', 'twene', 'jonas', 'abedi', 'pele', 'south', 'africa']","['masa', 'south', 'africa', 'curse', 'biaa', 'wasa', 'wasatsw', 'asamoah', 'gyan', 'twene', 'jonas', 'abedi', 'pele', 'south', 'africa']"
wu diieerrr gyina hor dwaman honhom wu fie fuoo y wu aahh wo si mmrima p wu,negative,"['wu', 'diieerrr', 'gyina', 'hor', 'dwaman', 'honhom', 'wu', 'fie', 'fuoo', 'y', 'wu', 'aahh', 'wo', 'si', 'mmrima', 'p', 'wu']","['wu', 'diieerrr', 'gyina', 'hor', 'dwaman', 'honhom', 'wu', 'fie', 'fuoo', 'wu', 'aahh', 'si', 'mmrima', 'p', 'wu']"
oh bɛrma ahye me tu me girl gyae me koraa me werɛ anho sei me nim nsa nom a nka ɛnɛ mɛboro forkn,negative,"['oh', 'bɛrma', 'ahye', 'me', 'tu', 'me', 'girl', 'gyae', 'me', 'koraa', 'me', 'werɛ', 'anho', 'sei', 'me', 'nim', 'nsa', 'nom', 'a', 'nka', 'ɛnɛ', 'mɛboro', 'forkn']","['oh', 'bɛrma', 'ahye', 'tu', 'girl', 'gyae', 'koraa', 'werɛ', 'anho', 'sei', 'nim', 'nsa', 'nom', 'nka', 'ɛnɛ', 'mɛboro', 'forkn']"
masa masay booshit na girl ye re keka ye oo,negative,"['masa', 'masay', 'booshit', 'na', 'girl', 'ye', 're', 'keka', 'ye', 'oo']","['masa', 'masay', 'booshit', 'girl', 'ye', 'keka', 'ye', 'oo']"
nti vodafone fo k adwuma koraa k y den network basbasa bi sei😒,negative,"['nti', 'vodafone', 'fo', 'k', 'adwuma', 'koraa', 'k', 'y', 'den', 'network', 'basbasa', 'bi', 'sei', '😒']","['nti', 'vodafone', 'fo', 'k', 'adwuma', 'koraa', 'k', 'den', 'network', 'basbasa', 'sei', '😒']"
here too ei arsenal a buei aha nso a booboooo 😜,negative,"['here', 'too', 'ei', 'arsenal', 'a', 'buei', 'aha', 'nso', 'a', 'booboooo', '😜']","['ei', 'arsenal', 'buei', 'aha', 'booboooo', '😜']"
gidigidi no nyinaaa y dede 😂💔,negative,"['gidigidi', 'no', 'nyinaaa', 'y', 'dede', '😂', '💔']","['gidigidi', 'nyinaaa', 'dede', '😂', '💔']"
fa wo gemiii ko,negative,"['fa', 'wo', 'gemiii', 'ko']","['fa', 'gemiii', 'ko']"
nkwasiansem saa na ade asa😂😂😂,negative,"['nkwasiansem', 'saa', 'na', 'ade', 'asa', '😂', '😂', '😂']","['nkwasiansem', 'saa', 'ade', 'asa', '😂', '😂', '😂']"
sɛ wagyimi 😂ne kwasia,negative,"['sɛ', 'wagyimi', '😂', 'ne', 'kwasia']","['sɛ', 'wagyimi', '😂', 'kwasia']"
no sugarcoat am nana wo maame ye bayifuo ardee 💯,negative,"['no', 'sugarcoat', 'am', 'nana', 'wo', 'maame', 'ye', 'bayifuo', 'ardee', '💯']","['sugarcoat', 'nana', 'maame', 'ye', 'bayifuo', 'ardee', '💯']"
ahnnn eiii so me de 😏🤒,negative,"['ahnnn', 'eiii', 'so', 'me', 'de', '😏', '🤒']","['ahnnn', 'eiii', '😏', '🤒']"
nyame b tua mo nyinaaa ka s de mo ndwuma te,negative,"['nyame', 'b', 'tua', 'mo', 'nyinaaa', 'ka', 's', 'de', 'mo', 'ndwuma', 'te']","['nyame', 'b', 'tua', 'nyinaaa', 'ndwuma', 'te']"
this kantrɛ ankasa nu ɛyɛ joke 😡😡😡😡😡😡,negative,"['this', 'kantrɛ', 'ankasa', 'nu', 'ɛyɛ', 'joke', '😡', '😡', '😡', '😡', '😡', '😡']","['kantrɛ', 'ankasa', 'nu', 'ɛyɛ', 'joke', '😡', '😡', '😡', '😡', '😡', '😡']"
menkasa wae mekoraa relationship afono me ate mani so 😉,negative,"['menkasa', 'wae', 'mekoraa', 'relationship', 'afono', 'me', 'ate', 'mani', 'so', '😉']","['menkasa', 'wae', 'mekoraa', 'relationship', 'afono', 'ate', 'mani', '😉']"
bibini wa gyimie saa wcka kyer broni koraa wcn gye di,negative,"['bibini', 'wa', 'gyimie', 'saa', 'wcka', 'kyer', 'broni', 'koraa', 'wcn', 'gye', 'di']","['bibini', 'wa', 'gyimie', 'saa', 'wcka', 'kyer', 'broni', 'koraa', 'wcn', 'gye']"
ana de armas man wtf,negative,"['ana', 'de', 'armas', 'man', 'wtf']","['ana', 'armas', 'man', 'wtf']"
akosua nhyira you mess me up,negative,"['akosua', 'nhyira', 'you', 'mess', 'me', 'up']","['akosua', 'nhyira', 'mess']"
ka wo deɛ bridge no abu agum🤣🤣,negative,"['ka', 'wo', 'deɛ', 'bridge', 'no', 'abu', 'agum', '🤣', '🤣']","['deɛ', 'bridge', 'abu', 'agum', '🤣', '🤣']"
fa wo gyimii kɔ,negative,"['fa', 'wo', 'gyimii', 'kɔ']","['fa', 'gyimii']"
by wednesday na peter atwa obi aso👂 na thursday nso judas agye sika💰💔😹😹 week wei by bloody💔,negative,"['by', 'wednesday', 'na', 'peter', 'atwa', 'obi', 'aso', '👂', 'na', 'thursday', 'nso', 'judas', 'agye', 'sika', '💰', '💔', '😹', '😹', 'week', 'wei', 'by', 'bloody', '💔']","['wednesday', 'peter', 'atwa', 'obi', 'aso', '👂', 'thursday', 'judas', 'agye', 'sika', '💰', '💔', '😹', '😹', 'week', 'wei', 'bloody', '💔']"
akoa yɛ guy guy🤣🤣🤣see walkings bi🤣🤣💔💔💔,negative,"['akoa', 'yɛ', 'guy', 'guy', '🤣', '🤣', '🤣', 'see', 'walkings', 'bi', '🤣', '🤣', '💔', '💔', '💔']","['akoa', 'guy', 'guy', '🤣', '🤣', '🤣', 'see', 'walkings', '🤣', '🤣', '💔', '💔', '💔']"
me yɛ kwasia sɛ wo maame aboa bi ba te sɛ wo,negative,"['me', 'yɛ', 'kwasia', 'sɛ', 'wo', 'maame', 'aboa', 'bi', 'ba', 'te', 'sɛ', 'wo']","['kwasia', 'sɛ', 'maame', 'aboa', 'te', 'sɛ']"
me dɔ hruuuuu sɛ girl wei yɛ spec abowa nyame nsa anu yɛ fɛ,negative,"['me', 'dɔ', 'hruuuuu', 'sɛ', 'girl', 'wei', 'yɛ', 'spec', 'abowa', 'nyame', 'nsa', 'anu', 'yɛ', 'fɛ']","['dɔ', 'hruuuuu', 'sɛ', 'girl', 'wei', 'spec', 'abowa', 'nyame', 'nsa', 'anu', 'fɛ']"
madam wei paaaaay s aponkye bini aah gu milk mu😍😍😍,negative,"['madam', 'wei', 'paaaaay', 's', 'aponkye', 'bini', 'aah', 'gu', 'milk', 'mu', '😍', '😍', '😍']","['madam', 'wei', 'paaaaay', 'aponkye', 'bini', 'aah', 'gu', 'milk', '😍', '😍', '😍']"
tugyimi fans adwuma aba oooo,negative,"['tugyimi', 'fans', 'adwuma', 'aba', 'oooo']","['tugyimi', 'fans', 'adwuma', 'aba', 'oooo']"
nti ne koraa koraa ne sɛn wana forefathers dema sufferings too u want profit from it ahhh na nti wo ankasa what u dey look for,negative,"['nti', 'ne', 'koraa', 'koraa', 'ne', 'sɛn', 'wana', 'forefathers', 'dema', 'sufferings', 'too', 'u', 'want', 'profit', 'from', 'it', 'ahhh', 'na', 'nti', 'wo', 'ankasa', 'what', 'u', 'dey', 'look', 'for']","['nti', 'koraa', 'koraa', 'sɛn', 'wana', 'forefathers', 'dema', 'sufferings', 'u', 'want', 'profit', 'ahhh', 'nti', 'ankasa', 'u', 'dey', 'look']"
wo y panin bme paaa,negative,"['wo', 'y', 'panin', 'bme', 'paaa']","['panin', 'bme', 'paaa']"
de bryne be eye ared paaaa,negative,"['de', 'bryne', 'be', 'eye', 'ared', 'paaaa']","['bryne', 'eye', 'ared', 'paaaa']"
massa gyae gyae na enfa😒,negative,"['massa', 'gyae', 'gyae', 'na', 'enfa', '😒']","['massa', 'gyae', 'gyae', 'enfa', '😒']"
sika no ashe ka aba,negative,"['sika', 'no', 'ashe', 'ka', 'aba']","['sika', 'ashe', 'aba']"
aden kuame eugene nu cy ninja gaiden anaa cos ei😭,negative,"['aden', 'kuame', 'eugene', 'nu', 'cy', 'ninja', 'gaiden', 'anaa', 'cos', 'ei', '😭']","['aden', 'kuame', 'eugene', 'nu', 'cy', 'ninja', 'gaiden', 'anaa', 'cos', 'ei', '😭']"
sika no ahye sika no ahye,negative,"['sika', 'no', 'ahye', 'sika', 'no', 'ahye']","['sika', 'ahye', 'sika', 'ahye']"
ah 💔 na sark no wagyimi anaa,negative,"['ah', '💔', 'na', 'sark', 'no', 'wagyimi', 'anaa']","['ah', '💔', 'sark', 'wagyimi', 'anaa']"
charlie wo kraa adn aa hoh,negative,"['charlie', 'wo', 'kraa', 'adn', 'aa', 'hoh']","['charlie', 'kraa', 'adn', 'hoh']"
nti bɔne bɛn paaaa onua,negative,"['nti', 'bɔne', 'bɛn', 'paaaa', 'onua']","['nti', 'bɔne', 'bɛn', 'paaaa', 'onua']"
obiaa y good sterling p na wasa,negative,"['obiaa', 'y', 'good', 'sterling', 'p', 'na', 'wasa']","['obiaa', 'good', 'sterling', 'p', 'wasa']"
na underground artiste nsu anka brezz fa neho bn,negative,"['na', 'underground', 'artiste', 'nsu', 'anka', 'brezz', 'fa', 'neho', 'bn']","['underground', 'artiste', 'nsu', 'anka', 'brezz', 'fa', 'neho', 'bn']"
buy wig na ti ti fa tari h😎,negative,"['buy', 'wig', 'na', 'ti', 'ti', 'fa', 'tari', 'h', '😎']","['buy', 'wig', 'ti', 'ti', 'fa', 'tari', 'h', '😎']"
dear santa ɛkyena na yɛɛwo agyenkwa no nanso buronya dua mpo menni bi na wode presents agu aseɛ ama me im so sad🥺,negative,"['dear', 'santa', 'ɛkyena', 'na', 'yɛɛwo', 'agyenkwa', 'no', 'nanso', 'buronya', 'dua', 'mpo', 'menni', 'bi', 'na', 'wode', 'presents', 'agu', 'aseɛ', 'ama', 'me', 'im', 'so', 'sad', '🥺']","['dear', 'santa', 'ɛkyena', 'yɛɛwo', 'agyenkwa', 'nanso', 'buronya', 'dua', 'mpo', 'menni', 'wode', 'presents', 'agu', 'aseɛ', 'ama', 'im', 'sad', '🥺']"
significant other fuo nyinaaa tri so 🤣💔,negative,"['significant', 'other', 'fuo', 'nyinaaa', 'tri', 'so', '🤣', '💔']","['significant', 'fuo', 'nyinaaa', 'tri', '🤣', '💔']"
tema mayor no be ghanaian 😹 woka ho bi na fuel prices k soro,negative,"['tema', 'mayor', 'no', 'be', 'ghanaian', '😹', 'woka', 'ho', 'bi', 'na', 'fuel', 'prices', 'k', 'soro']","['tema', 'mayor', 'ghanaian', '😹', 'woka', 'fuel', 'prices', 'k', 'soro']"
phone na watwa no tataatan saa no,negative,"['phone', 'na', 'watwa', 'no', 'tataatan', 'saa', 'no']","['phone', 'watwa', 'tataatan', 'saa']"
sika sem nti hmmm,negative,"['sika', 'sem', 'nti', 'hmmm']","['sika', 'sem', 'nti', 'hmmm']"
hwɛ gyimifo bi nso when i write twi you guys dont reply 🤣🤣 you cant even write your own language ɔdabɔ nua wo yɛ okisi wɔfaase wai🤣🤣 wo deɛ di makyi mɛ keka nsɛm akyerɛ wo,negative,"['hwɛ', 'gyimifo', 'bi', 'nso', 'when', 'i', 'write', 'twi', 'you', 'guys', 'dont', 'reply', '🤣', '🤣', 'you', 'cant', 'even', 'write', 'your', 'own', 'language', 'ɔdabɔ', 'nua', 'wo', 'yɛ', 'okisi', 'wɔfaase', 'wai', '🤣', '🤣', 'wo', 'deɛ', 'di', 'makyi', 'mɛ', 'keka', 'nsɛm', 'akyerɛ', 'wo']","['hwɛ', 'gyimifo', 'write', 'twi', 'guys', 'dont', 'reply', '🤣', '🤣', 'cant', 'even', 'write', 'language', 'ɔdabɔ', 'nua', 'okisi', 'wɔfaase', 'wai', '🤣', '🤣', 'deɛ', 'makyi', 'mɛ', 'keka', 'nsɛm', 'akyerɛ']"
ali di nanka date rush fa wo ho bn wo di y aponkyi ni odwan,negative,"['ali', 'di', 'nanka', 'date', 'rush', 'fa', 'wo', 'ho', 'bn', 'wo', 'di', 'y', 'aponkyi', 'ni', 'odwan']","['ali', 'nanka', 'date', 'rush', 'fa', 'bn', 'aponkyi', 'odwan']"
theres nothing like clean or dirty money sika biaa yɛ sika hwɛ ɔmo gyimie bi,negative,"['theres', 'nothing', 'like', 'clean', 'or', 'dirty', 'money', 'sika', 'biaa', 'yɛ', 'sika', 'hwɛ', 'ɔmo', 'gyimie', 'bi']","['theres', 'nothing', 'like', 'clean', 'dirty', 'money', 'sika', 'biaa', 'sika', 'hwɛ', 'ɔmo', 'gyimie']"
to wit ɔkwasia nɛ ka sɛ yɛ de me yɔnko na yɛ ne me,negative,"['to', 'wit', 'ɔkwasia', 'nɛ', 'ka', 'sɛ', 'yɛ', 'de', 'me', 'yɔnko', 'na', 'yɛ', 'ne', 'me']","['wit', 'ɔkwasia', 'nɛ', 'sɛ', 'yɔnko']"
kwasia club baako nso nie 😂,negative,"['kwasia', 'club', 'baako', 'nso', 'nie', '😂']","['kwasia', 'club', 'baako', 'nie', '😂']"
